,year,country,sitc,export
28561,2018,MRT,5145,0
28562,2018,NER,5145,0
28563,2018,NIC,5145,14994
28564,2018,NPL,5145,0
28565,2018,PRK,5145,0
28566,2018,SLV,5145,0
28567,2018,SOM,5145,0
28568,2018,SWZ,5145,679940
28569,2018,SYR,5145,0
28570,2018,TCD,5145,0
28571,2018,TJK,5145,0
28572,2018,UGA,5145,0
28573,2018,WSM,5145,0
28574,2018,YEM,5145,0
28575,2018,AND,5145,0
28576,2018,BHS,5145,0
28577,2018,BIH,5145,0
28578,2018,GUY,5145,0
28579,2018,MDA,5145,0
28580,2018,RWA,5145,0
28581,2018,ZWE,5145,0
28582,2018,NCL,5145,0
28583,2018,PYF,5145,0
28584,2018,TCA,5145,14928
28585,2018,GIN,5145,0
28586,2018,GMB,5145,0
28587,2018,LBR,5145,0
28588,2018,MWI,5145,0
28589,2018,PSE,5145,0
28590,2018,PNG,5145,0
28591,2018,CPV,5145,0
28592,2018,GNQ,5145,0
28593,2018,LCA,5145,0
28594,2018,COK,5145,0
28595,2018,VUT,5145,0
28596,2018,BLZ,5145,0
28597,2018,SUR,5145,0
28598,2018,VGB,5145,2743
28599,2018,BWA,5145,0
28600,2018,CXR,5145,0
28601,2018,SLB,5145,0
28602,2018,BDI,5145,0
28603,2018,BFA,5145,0
28604,2018,ARE,5146,35063541
28605,2018,CHN,5146,3456469415
28606,2018,CZE,5146,11140358
28607,2018,IND,5146,613719190
28608,2018,PAK,5146,405447
28609,2018,USA,5146,1055515746
28610,2018,AFG,5146,43947
28611,2018,ALB,5146,7068
28612,2018,ARG,5146,5386501
28613,2018,AUS,5146,2343965
28614,2018,BEL,5146,1757701717
28615,2018,BHR,5146,21897
28616,2018,BRA,5146,240183637
28617,2018,CAN,5146,25721605
28618,2018,CHE,5146,433586263
28619,2018,CMR,5146,0
28620,2018,COD,5146,0
28621,2018,COM,5146,0
28622,2018,DEU,5146,930030996
28623,2018,DJI,5146,0
28624,2018,DNK,5146,67177870
28625,2018,DZA,5146,33791
28626,2018,ECU,5146,113197
28627,2018,EGY,5146,809464
28628,2018,ESP,5146,202423910
28629,2018,ETH,5146,0
28630,2018,FIN,5146,15433059
28631,2018,FRA,5146,407905052
28632,2018,GBR,5146,637672451
28633,2018,GEO,5146,169414
28634,2018,GRC,5146,4873689
28635,2018,HUN,5146,41616535
28636,2018,IDN,5146,389944393
28637,2018,IRL,5146,629485118
28638,2018,IRN,5146,6175451
28639,2018,IRQ,5146,0
28640,2018,ITA,5146,245081147
28641,2018,JOR,5146,270124
28642,2018,JPN,5146,295827867
28643,2018,KEN,5146,120040
28644,2018,KOR,5146,255856631
28645,2018,KWT,5146,47893
28646,2018,LBN,5146,125969
28647,2018,LKA,5146,43109
28648,2018,MDV,5146,0
28649,2018,MUS,5146,85592
28650,2018,MYS,5146,76771168
28651,2018,NGA,5146,5871
28652,2018,NLD,5146,456555104
28653,2018,NOR,5146,36090461
28654,2018,OMN,5146,29142
28655,2018,PHL,5146,1093666
28656,2018,POL,5146,36068494
28657,2018,SAU,5146,295733293
28658,2018,SDN,5146,12557
28659,2018,SEN,5146,234724
28660,2018,SGP,5146,5999077197
28661,2018,SOM,5146,0
28662,2018,SWE,5146,148553746
28663,2018,SYC,5146,0
28664,2018,SYR,5146,0
28665,2018,THA,5146,246255681
28666,2018,TUN,5146,7592
28667,2018,TUR,5146,3192742
28668,2018,TZA,5146,0
28669,2018,UGA,5146,16879
28670,2018,URY,5146,54663
28671,2018,UZB,5146,11170
28672,2018,VEN,5146,0
28673,2018,VNM,5146,82211877
28674,2018,YEM,5146,0
28675,2018,ZAF,5146,5584377
28676,2018,ZMB,5146,323012
28677,2018,TWN,5146,61097154
28678,2018,BOL,5146,0
28679,2018,CHL,5146,688038
28680,2018,COL,5146,1029739
28681,2018,CRI,5146,108148
28682,2018,HKG,5146,26611871
28683,2018,ISR,5146,29075349
28684,2018,MEX,5146,29585943
28685,2018,NZL,5146,1572080
28686,2018,PER,5146,4490997
28687,2018,PRT,5146,9145219
28688,2018,PRY,5146,0
28689,2018,RUS,5146,35225222
28690,2018,SLV,5146,117192
28691,2018,SVK,5146,12735990
28692,2018,UKR,5146,848679
28693,2018,ANS,5146,13320203
28694,2018,ARM,5146,3118
28695,2018,BGR,5146,1878441
28696,2018,BIH,5146,0
28697,2018,BLR,5146,636675
28698,2018,HRV,5146,7939570
28699,2018,LTU,5146,38390654
28700,2018,MDA,5146,0
28701,2018,ROU,5146,672012
28702,2018,SRB,5146,1905251
28703,2018,SVN,5146,6976975
28704,2018,ZWE,5146,0
28705,2018,AGO,5146,30498
28706,2018,AUT,5146,9342193
28707,2018,AZE,5146,0
28708,2018,BDI,5146,0
28709,2018,BEN,5146,0
28710,2018,BFA,5146,40189
28711,2018,BGD,5146,3843
28712,2018,BRN,5146,1709
28713,2018,CIV,5146,814084
28714,2018,COG,5146,0
28715,2018,CUB,5146,0
28716,2018,CYP,5146,1308529
28717,2018,DOM,5146,2354
28718,2018,EST,5146,1539759
28719,2018,GAB,5146,0
28720,2018,GHA,5146,46551
28721,2018,GIN,5146,0
28722,2018,GTM,5146,152636
28723,2018,HND,5146,0
28724,2018,JAM,5146,0
28725,2018,KAZ,5146,42990245
28726,2018,LBY,5146,0
28727,2018,LUX,5146,193133
28728,2018,LVA,5146,2227008
28729,2018,MAR,5146,14355
28730,2018,MDG,5146,0
28731,2018,MLI,5146,0
28732,2018,NPL,5146,1299
28733,2018,PSE,5146,0
28734,2018,PYF,5146,0
28735,2018,QAT,5146,43691
28736,2018,RWA,5146,0
28737,2018,SMR,5146,8928
28738,2018,TGO,5146,134239
28739,2018,TJK,5146,0
28740,2018,TTO,5146,2295
28741,2018,MKD,5146,4396
28742,2018,GRD,5146,0
28743,2018,GUY,5146,0
28744,2018,HTI,5146,0
28745,2018,MNE,5146,33338
28746,2018,MNG,5146,105346
28747,2018,MOZ,5146,0
28748,2018,NIC,5146,21478
28749,2018,PAN,5146,136555
28750,2018,SUR,5146,74561
28751,2018,FJI,5146,1371
28752,2018,MMR,5146,242204
28753,2018,SWZ,5146,83357
28754,2018,MLT,5146,775181
28755,2018,BHS,5146,0
28756,2018,BLZ,5146,0
28757,2018,BRB,5146,177152
28758,2018,DMA,5146,0
28759,2018,ERI,5146,0
28760,2018,GNQ,5146,0
28761,2018,ISL,5146,4000
28762,2018,KGZ,5146,0
28763,2018,KHM,5146,139113
28764,2018,LAO,5146,1499100
28765,2018,MAC,5146,9320
28766,2018,NAM,5146,0
28767,2018,NER,5146,19689
28768,2018,PNG,5146,39357
28769,2018,PRK,5146,23923
28770,2018,SLB,5146,0
28771,2018,SLE,5146,0
28772,2018,TKM,5146,0
28773,2018,WSM,5146,0
28774,2018,BWA,5146,0
28775,2018,FRO,5146,0
28776,2018,LBR,5146,0
28777,2018,GRL,5146,0
28778,2018,CPV,5146,76332
28779,2018,TCD,5146,0
28780,2018,BLM,5146,0
28781,2018,GIB,5146,0
28782,2018,ABW,5146,0
28783,2018,GUM,5146,0
28784,2018,VUT,5146,0
28785,2018,ASM,5146,0
28786,2018,TLS,5146,0
28787,2018,BTN,5146,0
28788,2018,CUW,5146,252041
28789,2018,GMB,5146,0
28790,2018,MWI,5146,0
28791,2018,ATG,5146,47977
28792,2018,NCL,5146,0
28793,2018,FSM,5146,0
28794,2018,PLW,5146,0
28795,2018,STP,5146,65775
28796,2018,VCT,5146,0
28797,2018,AIA,5146,0
28798,2018,BMU,5146,0
28799,2018,LCA,5146,0
28800,2018,LSO,5146,0
28801,2018,TON,5146,0
28802,2018,MRT,5146,0
28803,2018,GNB,5146,0
28804,2018,TUV,5146,0
28805,2018,ARE,5148,69973045
28806,2018,CHN,5148,3078064538
28807,2018,IND,5148,598076255
28808,2018,NLD,5148,1032994547
28809,2018,USA,5148,2683257696
28810,2018,AFG,5148,0
28811,2018,AGO,5148,6412
28812,2018,AUS,5148,32090945
28813,2018,AUT,5148,48479528
28814,2018,BDI,5148,79798
28815,2018,BEL,5148,939638090
28816,2018,BEN,5148,24799
28817,2018,BGD,5148,2018731
28818,2018,BHR,5148,8040
28819,2018,BRA,5148,214308862
28820,2018,CAN,5148,15557577
28821,2018,CHE,5148,660180671
28822,2018,CIV,5148,39090
28823,2018,CMR,5148,17214
28824,2018,COD,5148,268168
28825,2018,COG,5148,13173
28826,2018,COM,5148,0
28827,2018,CRI,5148,2313007
28828,2018,DEU,5148,2215112011
28829,2018,DJI,5148,0
28830,2018,DNK,5148,31105763
28831,2018,DOM,5148,0
28832,2018,DZA,5148,0
28833,2018,ECU,5148,25045
28834,2018,EGY,5148,962239
28835,2018,ESP,5148,243957831
28836,2018,ETH,5148,0
28837,2018,FIN,5148,58534206
28838,2018,FJI,5148,0
28839,2018,FRA,5148,705095963
28840,2018,GAB,5148,0
28841,2018,GBR,5148,557953125
28842,2018,GHA,5148,3057
28843,2018,GIN,5148,3274
28844,2018,GNQ,5148,8253
28845,2018,GRC,5148,2422275
28846,2018,HRV,5148,581625
28847,2018,HUN,5148,942543951
28848,2018,IDN,5148,85491003
28849,2018,IRN,5148,8846159
28850,2018,IRQ,5148,0
28851,2018,ITA,5148,329627205
28852,2018,JOR,5148,87001
28853,2018,JPN,5148,1055823373
28854,2018,KEN,5148,947889
28855,2018,KGZ,5148,2690
28856,2018,KHM,5148,0
28857,2018,KOR,5148,1884295672
28858,2018,KWT,5148,151870
28859,2018,LBN,5148,1149603
28860,2018,LBY,5148,0
28861,2018,LKA,5148,14978
28862,2018,LVA,5148,27937832
28863,2018,MAR,5148,831895
28864,2018,MDG,5148,192541
28865,2018,MLT,5148,495893
28866,2018,MOZ,5148,0
28867,2018,MRT,5148,0
28868,2018,MUS,5148,265965
28869,2018,MWI,5148,0
28870,2018,MYS,5148,10097270
28871,2018,NGA,5148,26948
28872,2018,NPL,5148,0
28873,2018,NZL,5148,458065
28874,2018,OMN,5148,336026
28875,2018,PAK,5148,191888
28876,2018,PHL,5148,2312594
28877,2018,POL,5148,40687090
28878,2018,PRY,5148,190271
28879,2018,QAT,5148,24585
28880,2018,RUS,5148,280082969
28881,2018,SAU,5148,301539614
28882,2018,SDN,5148,0
28883,2018,SEN,5148,170127
28884,2018,SGP,5148,63223075
28885,2018,SOM,5148,0
28886,2018,SRB,5148,2652555
28887,2018,SSD,5148,0
28888,2018,SVK,5148,2764521
28889,2018,SWE,5148,30896925
28890,2018,SYC,5148,4512
28891,2018,TGO,5148,41161
28892,2018,THA,5148,112619527
28893,2018,TKM,5148,0
28894,2018,TUN,5148,135255
28895,2018,TUR,5148,24686106
28896,2018,TZA,5148,5662
28897,2018,UGA,5148,1754772
28898,2018,UZB,5148,821612
28899,2018,VNM,5148,2732011
28900,2018,YEM,5148,0
28901,2018,ZAF,5148,17387302
28902,2018,ZMB,5148,28101
28903,2018,TWN,5148,519327593
28904,2018,BOL,5148,409598
28905,2018,CHL,5148,653805
28906,2018,COL,5148,3078134
28907,2018,CZE,5148,46269302
28908,2018,HKG,5148,51287091
28909,2018,HND,5148,3601
28910,2018,ISR,5148,41908855
28911,2018,MDA,5148,13304
28912,2018,MEX,5148,46131087
28913,2018,NIC,5148,81272
28914,2018,NOR,5148,33057610
28915,2018,PER,5148,615478
28916,2018,SLV,5148,268234
28917,2018,SVN,5148,2640617
28918,2018,URY,5148,217638
28919,2018,VEN,5148,0
28920,2018,ARG,5148,81147433
28921,2018,BGR,5148,2877701
28922,2018,BIH,5148,309222
28923,2018,CYP,5148,791542
28924,2018,GEO,5148,347935
28925,2018,IRL,5148,25043468
28926,2018,KAZ,5148,113515
28927,2018,LAO,5148,0
28928,2018,LTU,5148,4507678
28929,2018,MKD,5148,81300
28930,2018,MMR,5148,0
28931,2018,PNG,5148,0
28932,2018,PRT,5148,8472215
28933,2018,ROU,5148,1270704
28934,2018,TJK,5148,0
28935,2018,UKR,5148,16653339
28936,2018,ZWE,5148,0
28937,2018,ALB,5148,5950
28938,2018,ARM,5148,16464
28939,2018,AZE,5148,269991
28940,2018,BFA,5148,7500
28941,2018,BLR,5148,85068252
28942,2018,CAF,5148,0
28943,2018,CUB,5148,0
28944,2018,EST,5148,791101
28945,2018,FRO,5148,0
28946,2018,GMB,5148,0
28947,2018,GTM,5148,51121
28948,2018,ISL,5148,7252
28949,2018,LBR,5148,0
28950,2018,LUX,5148,674120
28951,2018,MLI,5148,0
28952,2018,PAN,5148,2519274
28953,2018,PSE,5148,0
28954,2018,PYF,5148,0
28955,2018,ANS,5148,3623192
28956,2018,BHS,5148,0
28957,2018,MNG,5148,19917
28958,2018,TTO,5148,17023
28959,2018,BRB,5148,0
28960,2018,AND,5148,0
28961,2018,GRL,5148,0
28962,2018,BRN,5148,4453
28963,2018,GUY,5148,0
28964,2018,HTI,5148,0
28965,2018,JAM,5148,0
28966,2018,MAC,5148,4117
28967,2018,MNE,5148,0
28968,2018,NAM,5148,5391
28969,2018,NER,5148,9284
28970,2018,PLW,5148,0
28971,2018,PRK,5148,2441542
28972,2018,SWZ,5148,584437
28973,2018,SYR,5148,0
28974,2018,TCD,5148,0
28975,2018,WSM,5148,67996
28976,2018,ABW,5148,0
28977,2018,CUW,5148,76799
28978,2018,CPV,5148,0
28979,2018,GNB,5148,0
28980,2018,GUM,5148,0
28981,2018,MDV,5148,0
28982,2018,RWA,5148,0
28983,2018,SLE,5148,0
28984,2018,SMR,5148,0
28985,2018,GIB,5148,0
28986,2018,NCL,5148,0
28987,2018,BLM,5148,0
28988,2018,VUT,5148,0
28989,2018,BWA,5148,0
28990,2018,SUR,5148,0
28991,2018,BLZ,5148,208097
28992,2018,TLS,5148,0
28993,2018,BTN,5148,0
28994,2018,DMA,5148,0
28995,2018,SLB,5148,0
28996,2018,BES,5148,3743
28997,2018,COK,5148,0
28998,2018,ATG,5148,0
28999,2018,BMU,5148,0
29000,2018,CYM,5148,0
29001,2018,LCA,5148,0
29002,2018,TCA,5148,0
29003,2018,VCT,5148,0
29004,2018,LSO,5148,0
29005,2018,ARE,5155,4341131
29006,2018,CHN,5155,2885105179
29007,2018,GBR,5155,310783988
29008,2018,AFG,5155,1422
29009,2018,AUS,5155,2286919
29010,2018,BEL,5155,262440974
29011,2018,BHR,5155,0
29012,2018,BRA,5155,2824440
29013,2018,CAN,5155,71601220
29014,2018,CHE,5155,66325101
29015,2018,COL,5155,3371703
29016,2018,DEU,5155,931283047
29017,2018,DJI,5155,0
29018,2018,DZA,5155,0
29019,2018,EGY,5155,698946
29020,2018,ETH,5155,0
29021,2018,FRA,5155,25762102
29022,2018,GEO,5155,3082
29023,2018,IDN,5155,3200529
29024,2018,IND,5155,160032173
29025,2018,IRN,5155,0
29026,2018,IRQ,5155,0
29027,2018,ITA,5155,109773936
29028,2018,JOR,5155,118729
29029,2018,JPN,5155,296863245
29030,2018,KOR,5155,164706820
29031,2018,KWT,5155,2191908
29032,2018,LBN,5155,117225
29033,2018,LBY,5155,0
29034,2018,MYS,5155,13621093
29035,2018,NGA,5155,0
29036,2018,NLD,5155,164573140
29037,2018,OMN,5155,131611
29038,2018,PAK,5155,0
29039,2018,PHL,5155,105482
29040,2018,POL,5155,10286214
29041,2018,RUS,5155,27596238
29042,2018,SAU,5155,39736942
29043,2018,SGP,5155,12614579
29044,2018,THA,5155,96532214
29045,2018,TKM,5155,0
29046,2018,TUR,5155,3777260
29047,2018,UKR,5155,407199
29048,2018,USA,5155,1313977792
29049,2018,UZB,5155,1547
29050,2018,VNM,5155,268373
29051,2018,YEM,5155,0
29052,2018,ZAF,5155,3074003
29053,2018,TWN,5155,41917878
29054,2018,CHL,5155,412986
29055,2018,DNK,5155,4327395
29056,2018,ESP,5155,18415727
29057,2018,HUN,5155,7795808
29058,2018,ISR,5155,2204709
29059,2018,MEX,5155,4795378
29060,2018,PER,5155,126752
29061,2018,PRY,5155,0
29062,2018,URY,5155,201728
29063,2018,BEN,5155,0
29064,2018,BGR,5155,135561
29065,2018,BIH,5155,0
29066,2018,BLR,5155,146533
29067,2018,CZE,5155,3797685
29068,2018,HRV,5155,178340
29069,2018,LTU,5155,861254
29070,2018,MAR,5155,0
29071,2018,MOZ,5155,0
29072,2018,NOR,5155,54091
29073,2018,ROU,5155,404696
29074,2018,SRB,5155,12257
29075,2018,SVK,5155,873370
29076,2018,SVN,5155,1192088
29077,2018,SWE,5155,3314569
29078,2018,VEN,5155,0
29079,2018,ANS,5155,14564438
29080,2018,AGO,5155,0
29081,2018,ARG,5155,2720515
29082,2018,AUT,5155,12789816
29083,2018,BGD,5155,4271
29084,2018,CIV,5155,0
29085,2018,CMR,5155,0
29086,2018,COG,5155,0
29087,2018,CRI,5155,5697
29088,2018,CYP,5155,190849
29089,2018,EST,5155,108466
29090,2018,FIN,5155,712289
29091,2018,GHA,5155,42954
29092,2018,GRC,5155,219988
29093,2018,HKG,5155,12016010
29094,2018,IRL,5155,122754793
29095,2018,JAM,5155,0
29096,2018,KEN,5155,40600
29097,2018,LKA,5155,1283
29098,2018,LUX,5155,220548
29099,2018,LVA,5155,204972
29100,2018,MDA,5155,0
29101,2018,MUS,5155,0
29102,2018,NZL,5155,493900
29103,2018,PRT,5155,1314037
29104,2018,QAT,5155,8679
29105,2018,SEN,5155,0
29106,2018,TGO,5155,0
29107,2018,TUN,5155,0
29108,2018,TZA,5155,5595
29109,2018,UGA,5155,0
29110,2018,DOM,5155,0
29111,2018,ECU,5155,4990
29112,2018,HND,5155,0
29113,2018,SLV,5155,111513
29114,2018,ARM,5155,12927
29115,2018,KAZ,5155,494469
29116,2018,MAC,5155,304109
29117,2018,MNG,5155,0
29118,2018,NAM,5155,82836
29119,2018,SWZ,5155,0
29120,2018,BOL,5155,0
29121,2018,AZE,5155,0
29122,2018,BHS,5155,0
29123,2018,BRN,5155,162470
29124,2018,CUB,5155,0
29125,2018,GAB,5155,0
29126,2018,GTM,5155,38602
29127,2018,KHM,5155,0
29128,2018,MMR,5155,0
29129,2018,MNE,5155,0
29130,2018,MRT,5155,0
29131,2018,NCL,5155,0
29132,2018,NIC,5155,0
29133,2018,PAN,5155,0
29134,2018,PRK,5155,7360
29135,2018,SDN,5155,0
29136,2018,SSD,5155,0
29137,2018,SYR,5155,0
29138,2018,TTO,5155,0
29139,2018,ZMB,5155,0
29140,2018,ISL,5155,47518
29141,2018,GNQ,5155,0
29142,2018,MKD,5155,0
29143,2018,MLT,5155,0
29144,2018,FRO,5155,19505
29145,2018,CPV,5155,0
29146,2018,CUW,5155,1237
29147,2018,MDG,5155,0
29148,2018,ALB,5155,0
29149,2018,BFA,5155,0
29150,2018,COD,5155,0
29151,2018,MDV,5155,0
29152,2018,KGZ,5155,0
29153,2018,MLI,5155,0
29154,2018,NPL,5155,0
29155,2018,ZWE,5155,0
29156,2018,SLE,5155,0
29157,2018,TJK,5155,0
29158,2018,FJI,5155,0
29159,2018,LAO,5155,0
29160,2018,ATG,5155,0
29161,2018,BMU,5155,0
29162,2018,BRB,5155,0
29163,2018,CYM,5155,0
29164,2018,BWA,5155,0
29165,2018,LSO,5155,0
29166,2018,PNG,5155,0
29167,2018,VUT,5155,0
29168,2018,BDI,5155,0
29169,2018,RWA,5155,0
29170,2018,SMR,5155,3620
29171,2018,SOM,5155,61025
29172,2018,GRL,5155,0
29173,2018,MWI,5155,0
29174,2018,ARE,5161,199616180
29175,2018,BEL,5161,1028285676
29176,2018,DEU,5161,2144080617
29177,2018,IND,5161,505267529
29178,2018,USA,5161,3720277036
29179,2018,AFG,5161,0
29180,2018,ARG,5161,11955130
29181,2018,AUS,5161,4283784
29182,2018,AZE,5161,204718
29183,2018,BEN,5161,0
29184,2018,BGD,5161,984803
29185,2018,BHR,5161,2238179
29186,2018,BRA,5161,310512291
29187,2018,CAN,5161,130007377
29188,2018,CHE,5161,56472051
29189,2018,CHL,5161,279867
29190,2018,CHN,5161,1184974287
29191,2018,CIV,5161,16913
29192,2018,CRI,5161,210381
29193,2018,CYP,5161,235131
29194,2018,DJI,5161,0
29195,2018,DOM,5161,57028
29196,2018,DZA,5161,0
29197,2018,ECU,5161,7142
29198,2018,EGY,5161,85549
29199,2018,ESP,5161,153710624
29200,2018,ETH,5161,0
29201,2018,FRA,5161,759081597
29202,2018,GBR,5161,83988763
29203,2018,GHA,5161,42385
29204,2018,GIN,5161,0
29205,2018,GNQ,5161,0
29206,2018,GTM,5161,48653
29207,2018,GUM,5161,0
29208,2018,HKG,5161,4725590
29209,2018,HND,5161,4571
29210,2018,HRV,5161,653058
29211,2018,IDN,5161,71977580
29212,2018,IRN,5161,17533169
29213,2018,IRQ,5161,3670
29214,2018,ITA,5161,133920507
29215,2018,JOR,5161,496282
29216,2018,JPN,5161,573250076
29217,2018,KEN,5161,149003
29218,2018,KOR,5161,367006411
29219,2018,KWT,5161,82952374
29220,2018,LBN,5161,299404
29221,2018,LBR,5161,0
29222,2018,LBY,5161,0
29223,2018,LKA,5161,13543
29224,2018,MAR,5161,13215
29225,2018,MDG,5161,9583546
29226,2018,MDV,5161,0
29227,2018,MRT,5161,0
29228,2018,MUS,5161,0
29229,2018,MYS,5161,111363934
29230,2018,NGA,5161,0
29231,2018,NLD,5161,2120452736
29232,2018,NOR,5161,2708271
29233,2018,NZL,5161,38919
29234,2018,OMN,5161,6398931
29235,2018,PAK,5161,89948
29236,2018,PER,5161,186228
29237,2018,PHL,5161,5463913
29238,2018,PRY,5161,6527
29239,2018,RUS,5161,294917447
29240,2018,SAU,5161,2569821801
29241,2018,SDN,5161,0
29242,2018,SGP,5161,388930210
29243,2018,SWE,5161,37072509
29244,2018,SYC,5161,0
29245,2018,SYR,5161,0
29246,2018,TCD,5161,0
29247,2018,THA,5161,451059174
29248,2018,TKM,5161,0
29249,2018,TUN,5161,223165
29250,2018,TUR,5161,25416194
29251,2018,TZA,5161,7595
29252,2018,VEN,5161,153631
29253,2018,YEM,5161,0
29254,2018,ZAF,5161,3749671
29255,2018,ZMB,5161,0
29256,2018,TWN,5161,445452791
29257,2018,BOL,5161,9124
29258,2018,COL,5161,1511881
29259,2018,EST,5161,835881
29260,2018,ISR,5161,28624471
29261,2018,MEX,5161,9044333
29262,2018,URY,5161,22858
29263,2018,BGR,5161,903746
29264,2018,BIH,5161,0
29265,2018,BLR,5161,27382496
29266,2018,CMR,5161,9418
29267,2018,CZE,5161,11110763
29268,2018,DNK,5161,5357702
29269,2018,FIN,5161,81216790
29270,2018,GRC,5161,735291
29271,2018,HUN,5161,26358585
29272,2018,IRL,5161,1217828
29273,2018,MDA,5161,0
29274,2018,MKD,5161,159242
29275,2018,MNE,5161,0
29276,2018,POL,5161,16494559
29277,2018,PRT,5161,520810
29278,2018,ROU,5161,1727372
29279,2018,SRB,5161,9031277
29280,2018,SVK,5161,1633868
29281,2018,SVN,5161,1055146
29282,2018,UZB,5161,8298
29283,2018,AGO,5161,167355
29284,2018,ALB,5161,0
29285,2018,ARM,5161,22295
29286,2018,AUT,5161,28191863
29287,2018,BFA,5161,0
29288,2018,COD,5161,0
29289,2018,COG,5161,15928
29290,2018,GAB,5161,0
29291,2018,HTI,5161,9553
29292,2018,ISL,5161,32776
29293,2018,JAM,5161,0
29294,2018,KAZ,5161,5483036
29295,2018,LTU,5161,9394574
29296,2018,LUX,5161,670461
29297,2018,LVA,5161,859472
29298,2018,MLT,5161,8945112
29299,2018,QAT,5161,333162165
29300,2018,RWA,5161,0
29301,2018,SEN,5161,38829
29302,2018,SLV,5161,36026
29303,2018,TTO,5161,0
29304,2018,UGA,5161,40792
29305,2018,UKR,5161,184047
29306,2018,VNM,5161,489474
29307,2018,ANS,5161,39356671
29308,2018,BHS,5161,0
29309,2018,NIC,5161,0
29310,2018,VGB,5161,33737
29311,2018,BRB,5161,0
29312,2018,LAO,5161,0
29313,2018,CUB,5161,0
29314,2018,CUW,5161,354919
29315,2018,FJI,5161,0
29316,2018,GEO,5161,114738
29317,2018,KHM,5161,7085
29318,2018,MAC,5161,0
29319,2018,MLI,5161,0
29320,2018,MMR,5161,0
29321,2018,MNG,5161,0
29322,2018,PRK,5161,40520
29323,2018,PSE,5161,0
29324,2018,PYF,5161,0
29325,2018,PAN,5161,9464
29326,2018,AND,5161,0
29327,2018,CAF,5161,0
29328,2018,ERI,5161,0
29329,2018,GUY,5161,0
29330,2018,KGZ,5161,21028
29331,2018,ZWE,5161,6946
29332,2018,BRN,5161,0
29333,2018,FRO,5161,0
29334,2018,GRL,5161,0
29335,2018,GIB,5161,0
29336,2018,SMR,5161,0
29337,2018,COM,5161,0
29338,2018,GMB,5161,0
29339,2018,NCL,5161,0
29340,2018,TGO,5161,0
29341,2018,CYM,5161,0
29342,2018,WSM,5161,1845
29343,2018,BTN,5161,0
29344,2018,MOZ,5161,0
29345,2018,MWI,5161,0
29346,2018,NPL,5161,0
29347,2018,SOM,5161,0
29348,2018,SUR,5161,0
29349,2018,SWZ,5161,0
29350,2018,SLB,5161,0
29351,2018,CPV,5161,0
29352,2018,PNG,5161,32726
29353,2018,NER,5161,0
29354,2018,TJK,5161,0
29355,2018,ABW,5161,0
29356,2018,ATG,5161,0
29357,2018,BLZ,5161,0
29358,2018,BMU,5161,0
29359,2018,GRD,5161,0
29360,2018,LCA,5161,0
29361,2018,MHL,5161,1118878
29362,2018,PLW,5161,0
29363,2018,SXM,5161,0
29364,2018,TCA,5161,0
29365,2018,BWA,5161,0
29366,2018,LSO,5161,0
29367,2018,NAM,5161,0
29368,2018,NRU,5161,0
29369,2018,BDI,5161,0
29370,2018,ARE,5162,8914393
29371,2018,FRA,5162,333862504
29372,2018,IND,5162,540550999
29373,2018,AFG,5162,11525
29374,2018,AGO,5162,0
29375,2018,ALB,5162,3604
29376,2018,ARG,5162,168548
29377,2018,ARM,5162,15402
29378,2018,AZE,5162,28888
29379,2018,BEL,5162,737465057
29380,2018,BGD,5162,0
29381,2018,BHR,5162,0
29382,2018,BHS,5162,1090
29383,2018,BOL,5162,0
29384,2018,BRA,5162,41394662
29385,2018,CAN,5162,21577710
29386,2018,CHE,5162,255046800
29387,2018,CHL,5162,174941
29388,2018,CHN,5162,1923039013
29389,2018,CIV,5162,28312
29390,2018,COD,5162,0
29391,2018,CRI,5162,368290
29392,2018,DEU,5162,858601814
29393,2018,DJI,5162,0
29394,2018,DZA,5162,0
29395,2018,EGY,5162,21821008
29396,2018,ESP,5162,538954675
29397,2018,ETH,5162,0
29398,2018,GBR,5162,303024093
29399,2018,GEO,5162,20801
29400,2018,GHA,5162,9750
29401,2018,HUN,5162,3862999
29402,2018,IDN,5162,15723756
29403,2018,IRN,5162,1425415
29404,2018,IRQ,5162,0
29405,2018,ITA,5162,309845226
29406,2018,JOR,5162,681628
29407,2018,JPN,5162,438199152
29408,2018,KEN,5162,454989
29409,2018,KOR,5162,294155529
29410,2018,KWT,5162,51500
29411,2018,LBN,5162,51516
29412,2018,LBY,5162,0
29413,2018,LKA,5162,158937
29414,2018,MAR,5162,130506
29415,2018,MDG,5162,21443
29416,2018,MDV,5162,0
29417,2018,MEX,5162,69559961
29418,2018,MUS,5162,27567
29419,2018,MYS,5162,48090654
29420,2018,NGA,5162,16254
29421,2018,NLD,5162,493071186
29422,2018,OMN,5162,10449014
29423,2018,PAK,5162,427359
29424,2018,PRT,5162,1828276
29425,2018,PRY,5162,2210
29426,2018,SAU,5162,129086670
29427,2018,SDN,5162,0
29428,2018,SGP,5162,147107905
29429,2018,SSD,5162,0
29430,2018,THA,5162,130210089
29431,2018,TKM,5162,0
29432,2018,TTO,5162,8757
29433,2018,TUN,5162,1518
29434,2018,TUR,5162,22681915
29435,2018,TZA,5162,44738
29436,2018,UGA,5162,10030
29437,2018,USA,5162,691259446
29438,2018,UZB,5162,441193
29439,2018,YEM,5162,0
29440,2018,ZAF,5162,186102917
29441,2018,ZMB,5162,0
